"Step","pb_4agents_seed2 - 4cover_rate"
"13260000","0.07759999999999999"
"13320000","0.0904"
"13380000","0.07690000000000001"
"13440000","0.0953"
"13500000","0.0962"
"13560000","0.08929999999999999"
"13620000","0.0823"
"13680000","0.0884"
"13740000","0.0943"
"13800000","0.0911"
"13860000","0.0896"
"13920000","0.0937"
"13980000","0.1044"
"14040000","0.0868"
"14100000","0.0947"
"14160000","0.0942"
"14220000","0.0923"
"14280000","0.085"
"14340000","0.0886"
"14400000","0.093"
"14460000","0.1019"
"14520000","0.0965"
"14580000","0.1031"
"14640000","0.0866"
"14700000","0.1012"
"14760000","0.1035"
"14820000","0.0911"
"14880000","0.0948"
"14940000","0.0865"
"15000000","0.075"
"15060000","0.094"
"15120000","0.1019"
"15180000","0.1007"
"15240000","0.0836"
"15300000","0.0905"
"15360000","0.0954"
"15420000","0.1033"
"15480000","0.1099"
"15540000","0.1145"
"15600000","0.1087"
"15660000","0.1168"
"15720000","0.1138"
"15780000","0.112"
"15840000","0.1117"
"15900000","0.1182"
"15960000","0.1045"
"16020000","0.1183"
"16080000","0.1155"
"16140000","0.1158"
"16200000","0.106"
"16260000","0.1224"
"16320000","0.1048"
"16380000","0.1191"
"16440000","0.1201"
"16500000","0.122"
"16560000","0.1184"
"16620000","0.1273"
"16680000","0.1168"
"16740000","0.1116"
"16800000","0.1303"
"16860000","0.1272"
"16920000","0.1278"
"16980000","0.127"
"17040000","0.14"
"17100000","0.13219999999999998"
"17160000","0.1311"
"17220000","0.124"
"17280000","0.1371"
"17340000","0.1231"
"17400000","0.137"
"17460000","0.14360000000000003"
"17520000","0.1441"
"17580000","0.1431"
"17640000","0.14020000000000002"
"17700000","0.13269999999999998"
"17760000","0.1345"
"17820000","0.1395"
"17880000","0.15539999999999998"
"17940000","0.16069999999999998"
"18000000","0.1379"
"18060000","0.15419999999999998"
"18120000","0.1363"
"18180000","0.15430000000000002"
"18240000","0.1443"
"18300000","0.1751"
"18360000","0.1657"
"18420000","0.16219999999999998"
"18480000","0.16090000000000002"
"18540000","0.1717"
"18600000","0.1638"
"18660000","0.15780000000000002"
"18720000","0.1571"
"18780000","0.16060000000000002"
"18840000","0.15519999999999998"
"18900000","0.1656"
"18960000","0.1615"
"19020000","0.1598"
"19080000","0.168"
"19140000","0.164"
"19200000","0.1723"
"19260000","0.17"
"19320000","0.1759"
"19380000","0.1655"
"19440000","0.1761"
"19500000","0.16179999999999997"
"19560000","0.1767"
"19620000","0.169"
"19680000","0.1831"
"19740000","0.173"
"19800000","0.199"
"19860000","0.176"
"19920000","0.16989999999999997"
"19980000","0.1807"
"20040000","0.1822"
"20100000","0.1942"
"20160000","0.1822"
"20220000","0.1877"
"20280000","0.1806"
"20340000","0.1965"
"20400000","0.1901"
"20460000","0.18419999999999995"
"20520000","0.1995"
"20580000","0.1812"
"20640000","0.2035"
"20700000","0.1981"
"20760000","0.1772"
"20820000","0.196"
"20880000","0.1916"
"20940000","0.1996"
"21000000","0.1835"
"21060000","0.197"
"21120000","0.1941"
"21180000","0.1994"
"21240000","0.1877"
"21300000","0.1987"
"21360000","0.1975"
"21420000","0.1941"
"21480000","0.19989999999999997"
"21540000","0.1912"
"21600000","0.1978"
"21660000","0.1833"
"21720000","0.1942"
"21780000","0.20310000000000003"
"21840000","0.2025"
"21900000","0.1944"
"21960000","0.1951"
"22020000","0.2086"
"22080000","0.2036"
"22140000","0.1987"
"22200000","0.2185"
"22260000","0.2043"
"22320000","0.2021"
"22380000","0.20210000000000003"
"22440000","0.2081"
"22500000","0.2"
"22560000","0.2156"
"22620000","0.1995"
"22680000","0.2141"
"22740000","0.2076"
"22800000","0.1949"
"22860000","0.1968"
"22920000","0.1943"
"22980000","0.204"
"23040000","0.1968"
"23100000","0.1968"
"23160000","0.1972"
"23220000","0.1955"
"23280000","0.2109"
"23340000","0.2181"
"23400000","0.2108"
"23460000","0.1965"
"23520000","0.202"
"23580000","0.1958"
"23640000","0.2057"
"23700000","0.2118"
"23760000","0.1997"
"23820000","0.2078"
"23880000","0.2139"
"23940000","0.2171"
"24000000","0.206"
"24060000","0.2078"
"24120000","0.2139"
"24180000","0.2065"
"24240000","0.195"
"24300000","0.2134"
"24360000","0.2133"
"24420000","0.2063"
"24480000","0.2268"
"24540000","0.2243"
"24600000","0.2115"
"24660000","0.2191"
"24720000","0.2099"
"24780000","0.2145"
"24840000","0.2252"
"24900000","0.2233"
"24960000","0.2054"
"25020000","0.2027"
"25080000","0.2175"
"25140000","0.2197"
"25200000","0.2208"
"25260000","0.2187"
"25320000","0.2161"
"25380000","0.2296"
"25440000","0.2145"
"25500000","0.2161"
"25560000","0.2166"
"25620000","0.2017"
"25680000","0.2176"
"25740000","0.2325"
"25800000","0.2238"
"25860000","0.2136"
"25920000","0.2181"
"25980000","0.2184"
"26040000","0.2229"
"26100000","0.2029"
"26160000","0.2283"
"26220000","0.2138"
"26280000","0.2166"
"26340000","0.2173"
"26400000","0.2118"
"26460000","0.2203"
"26520000","0.2114"
"26580000","0.2085"
"26640000","0.208"
"26700000","0.2176"
"26760000","0.2237"
"26820000","0.2277"
"26880000","0.237"
"26940000","0.229"
"27000000","0.2367"
"27060000","0.2412"
"27120000","0.228"
"27180000","0.22939999999999997"
"27240000","0.2304"
"27300000","0.23939999999999995"
"27360000","0.2285"
"27420000","0.236"
"27480000","0.2285"
"27540000","0.233"
"27600000","0.2237"
"27660000","0.23260000000000003"
"27720000","0.2367"
"27780000","0.2444"
"27840000","0.2389"
"27900000","0.2293"
"27960000","0.242"
"28020000","0.234"
"28080000","0.2438"
"28140000","0.2133"
"28200000","0.2327"
"28260000","0.2346"
"28320000","0.2243"
"28380000","0.2228"
"28440000","0.2269"
"28500000","0.2429"
"28560000","0.2242"
"28620000","0.2277"
"28680000","0.2185"
"28740000","0.2286"
"28800000","0.2305"
"28860000","0.2449"
"28920000","0.2308"
"28980000","0.2211"
"29040000","0.2409"
"29100000","0.2293"
"29160000","0.2317"
"29220000","0.2423"
"29280000","0.2352"
"29340000","0.2337"
"29400000","0.2323"
"29460000","0.2446"
"29520000","0.2293"
"29580000","0.2254"
"29640000","0.2413"
"29700000","0.2242"
"29760000","0.2338"
"29820000","0.2345"
"29880000","0.23439999999999997"
"29940000","0.2253"
"30000000","0.2253"
"30060000","0.2387"
"30120000","0.2199"
"30180000","0.2297"
"30240000","0.2435"
"30300000","0.226"
"30360000","0.2199"
"30420000","0.2304"
"30480000","0.232"
"30540000","0.2392"
"30600000","0.2225"
"30660000","0.2494"
"30720000","0.2222"
"30780000","0.2352"
"30840000","0.2413"
"30900000","0.2422"
"30960000","0.2378"
"31020000","0.2381"
"31080000","0.2375"
"31140000","0.2459"
"31200000","0.2178"
"31260000","0.2285"
"31320000","0.2432"
"31380000","0.2202"
"31440000","0.19939999999999997"
"31500000","0.2125"
"31560000","0.2063"
"31620000","0.2065"
"31680000","0.2004"
"31740000","0.20839999999999995"
"31800000","0.2105"
"31860000","0.2013"
"31920000","0.209"
"31980000","0.2264"
"32040000","0.2188"
"32100000","0.2144"
"32160000","0.2348"
"32220000","0.2253"
"32280000","0.2303"
"32340000","0.2234"
"32400000","0.2304"
"32460000","0.2408"
"32520000","0.2243"
"32580000","0.2435"
"32640000","0.2415"
"32700000","0.2383"
"32760000","0.2588"
"32820000","0.246"
"32880000","0.2496"
"32940000","0.2428"
"33000000","0.2506"
"33060000","0.2514"
"33120000","0.259"
"33180000","0.2435"
"33240000","0.2408"
"33300000","0.2379"
"33360000","0.2378"
"33420000","0.252"
"33480000","0.2466"
"33540000","0.2512"
"33600000","0.2484"
"33660000","0.2461"
"33720000","0.242"
"33780000","0.24"
"33840000","0.241"
"33900000","0.231"
"33960000","0.2398"
"34020000","0.22839999999999996"
"34080000","0.2265"
"34140000","0.243"
"34200000","0.2367"
"34260000","0.2268"
"34320000","0.2245"
"34380000","0.23810000000000003"
"34440000","0.2424"
"34500000","0.24120000000000005"
"34560000","0.2537"
"34620000","0.2372"
"34680000","0.2278"
"34740000","0.241"
"34800000","0.2469"
"34860000","0.2275"
"34920000","0.2326"
"34980000","0.2299"
"35040000","0.2422"
"35100000","0.2461"
"35160000","0.2496"
"35220000","0.2505"
"35280000","0.2509"
"35340000","0.2513"
"35400000","0.2464"
"35460000","0.2436"
"35520000","0.2468"
"35580000","0.2472"
"35640000","0.2491"
"35700000","0.2421"
"35760000","0.2359"
"35820000","0.2367"
"35880000","0.2512"
"35940000","0.25630000000000003"
"36000000","0.2442"
"36060000","0.2457"
"36120000","0.2473"
"36180000","0.24"
"36240000","0.2517"
"36300000","0.258"
"36360000","0.2393"
"36420000","0.26289999999999997"
"36480000","0.243"
"36540000","0.2516"
"36600000","0.252"
"36660000","0.2552"
"36720000","0.2436"
"36780000","0.2455"
"36840000","0.2428"
"36900000","0.2573"
"36960000","0.267"
"37020000","0.2657"
"37080000","0.2552"
"37140000","0.2595"
"37200000","0.258"
"37260000","0.2507"
"37320000","0.2575"
"37380000","0.2696"
"37440000","0.25880000000000003"
"37500000","0.2781"
"37560000","0.255"
"37620000","0.265"
"37680000","0.2681"
"37740000","0.25839999999999996"
"37800000","0.2581"
"37860000","0.2495"
"37920000","0.2724"
"37980000","0.26689999999999997"
"38040000","0.2689"
"38100000","0.2615"
"38160000","0.264"
"38220000","0.2682"
"38280000","0.2652"
"38340000","0.2606"
"38400000","0.2718"
"38460000","0.258"
"38520000","0.2726"
"38580000","0.2735"
"38640000","0.2745"
"38700000","0.25980000000000003"
"38760000","0.2741"
"38820000","0.269"
"38880000","0.26330000000000003"
"38940000","0.2799"
"39000000","0.2638"
"39060000","0.2663"
"39120000","0.26739999999999997"
"39180000","0.2601"
"39240000","0.2605"
"39300000","0.26739999999999997"
"39360000","0.26530000000000004"
"39420000","0.2661"
"39480000","0.27129999999999993"
"39540000","0.266"
"39600000","0.2718"
"39660000","0.2766"
"39720000","0.26239999999999997"
"39780000","0.26830000000000004"
"39840000","0.2762"
"39900000","0.2824"
"39960000","0.2756"
"40020000","0.2689"
"40080000","0.2749"
"40140000","0.2772"
"40200000","0.276"
"40260000","0.2697"
"40320000","0.27629999999999993"
"40380000","0.27520000000000006"
"40440000","0.279"
"40500000","0.26630000000000004"
"40560000","0.2907"
"40620000","0.27370000000000005"
"40680000","0.276"
"40740000","0.27979999999999994"
"40800000","0.2607"
"40860000","0.2818"
"40920000","0.2854"
"40980000","0.2672"
"41040000","0.2815"
"41100000","0.2742"
"41160000","0.2831"
"41220000","0.2699"
"41280000","0.2853"
"41340000","0.2812"
"41400000","0.289"
"41460000","0.2671"
"41520000","0.2807"
"41580000","0.2759"
"41640000","0.28079999999999994"
"41700000","0.2718"
"41760000","0.2738"
"41820000","0.2839"
"41880000","0.2789"
"41940000","0.2804"
"42000000","0.2797"
"42060000","0.2815"
"42120000","0.2755"
"42180000","0.29229999999999995"
"42240000","0.2846"
"42300000","0.2742"
"42360000","0.2789"
"42420000","0.2751"
"42480000","0.2753"
"42540000","0.27429999999999993"
"42600000","0.2696"
"42660000","0.2787"
"42720000","0.2655"
"42780000","0.2709"
"42840000","0.2778"
"42900000","0.2525"
"42960000","0.26"
"43020000","0.2761"
"43080000","0.2641"
"43140000","0.2656"
"43200000","0.2647"
"43260000","0.2591"
"43320000","0.2656"
"43380000","0.2757"
"43440000","0.277"
"43500000","0.2826"
"43560000","0.283"
"43620000","0.2851"
"43680000","0.2819"
"43740000","0.2703"
"43800000","0.2774"
"43860000","0.2818"
"43920000","0.2724"
"43980000","0.2765"
"44040000","0.2734"
"44100000","0.2655"
"44160000","0.2786"
"44220000","0.2755"
"44280000","0.2656"
"44340000","0.2713"
"44400000","0.2794"
"44460000","0.2764"
"44520000","0.2833"
"44580000","0.2697"
"44640000","0.2777"
"44700000","0.2837"
"44760000","0.267"
"44820000","0.26580000000000004"
"44880000","0.27670000000000006"
"44940000","0.287"
"45000000","0.2997"
"45060000","0.2923"
"45120000","0.2926"
"45180000","0.293"
"45240000","0.284"
"45300000","0.301"
"45360000","0.2958"
"45420000","0.2904"
"45480000","0.2953"
"45540000","0.2889"
"45600000","0.2973"
"45660000","0.2896"
"45720000","0.2734"
"45780000","0.2911"
"45840000","0.2896"
"45900000","0.29410000000000003"
"45960000","0.2984"
"46020000","0.281"
"46080000","0.304"
"46140000","0.29610000000000003"
"46200000","0.2799"
"46260000","0.2823"
"46320000","0.29740000000000005"
"46380000","0.2948"
"46440000","0.2995"
"46500000","0.29619999999999996"
"46560000","0.2861"
"46620000","0.2985"
"46680000","0.2999"
"46740000","0.30979999999999996"
"46800000","0.3007"
"46860000","0.3015"
"46920000","0.3032"
"46980000","0.2858"
"47040000","0.30419999999999997"
"47100000","0.29259999999999997"
"47160000","0.28570000000000007"
"47220000","0.2783"
"47280000","0.2873"
"47340000","0.29140000000000005"
"47400000","0.2869"
"47460000","0.3067"
"47520000","0.30519999999999997"
"47580000","0.3042"
"47640000","0.286"
"47700000","0.2917"
"47760000","0.2948"
"47820000","0.2903"
"47880000","0.2973"
"47940000","0.295"
"48000000","0.2894"
"48060000","0.2894"
"48120000","0.2799"
"48180000","0.3065"
"48240000","0.2857"
"48300000","0.2885"
"48360000","0.30860000000000004"
"48420000","0.29719999999999996"
"48480000","0.2891"
"48540000","0.2858"
"48600000","0.29579999999999995"
"48660000","0.29969999999999997"
"48720000","0.2953"
"48780000","0.29369999999999996"
"48840000","0.308"
"48900000","0.2913"
"48960000","0.29760000000000003"
"49020000","0.29710000000000003"
"49080000","0.2995"
"49140000","0.30379999999999996"
"49200000","0.29629999999999995"
"49260000","0.3048"
"49320000","0.3072"
"49380000","0.30069999999999997"
"49440000","0.2982"
"49500000","0.2873"
"49560000","0.30860000000000004"
"49620000","0.3045"
"49680000","0.2998"
"49740000","0.3"
"49800000","0.2898"
"49860000","0.2978"
"49920000","0.2979"
"49980000","0.2948"
"50040000","0.2953"
"50100000","0.2969"
"50160000","0.29710000000000003"
"50220000","0.2999"
"50280000","0.297"
"50340000","0.30460000000000004"
"50400000","0.29919999999999997"
"50460000","0.3005"
"50520000","0.29560000000000003"
"50580000","0.3036"
"50640000","0.2919"
"50700000","0.28520000000000006"
"50760000","0.297"
"50820000","0.3108"
"50880000","0.2901"
"50940000","0.2925"
"51000000","0.298"
"51060000","0.3034"
"51120000","0.31139999999999995"
"51180000","0.3004"
"51240000","0.29769999999999996"
"51300000","0.30290000000000006"
"51360000","0.2936"
"51420000","0.3092"
"51480000","0.30229999999999996"
"51540000","0.3008"
"51600000","0.28759999999999997"
"51660000","0.29669999999999996"
"51720000","0.30369999999999997"
"51780000","0.29270000000000007"
"51840000","0.3093"
"51900000","0.2879"
"51960000","0.29610000000000003"
"52020000","0.28729999999999994"
"52080000","0.2929"
"52140000","0.31229999999999997"
"52200000","0.29960000000000003"
"52260000","0.309"
"52320000","0.29719999999999996"
"52380000","0.2984"
"52440000","0.2934"
"52500000","0.29760000000000003"
"52560000","0.29410000000000003"
"52620000","0.3251"
"52680000","0.304"
"52740000","0.2958"
"52800000","0.31880000000000003"
"52860000","0.30410000000000004"
"52920000","0.31139999999999995"
"52980000","0.30510000000000004"
"53040000","0.31"
"53100000","0.29779999999999995"
"53160000","0.3048"
"53220000","0.3113"
"53280000","0.29710000000000003"
"53340000","0.30060000000000003"
"53400000","0.30269999999999997"
"53460000","0.298"
"53520000","0.29610000000000003"
"53580000","0.286"
"53640000","0.3003"
"53700000","0.3049"
"53760000","0.2936"
"53820000","0.296"
"53880000","0.304"
"53940000","0.2815"
"54000000","0.2928"
"54060000","0.3033"
"54120000","0.29640000000000005"
"54180000","0.30639999999999995"
"54240000","0.31310000000000004"
"54300000","0.3005"
"54360000","0.30360000000000004"
"54420000","0.307"
"54480000","0.29810000000000003"
"54540000","0.2988"
"54600000","0.3233"
"54660000","0.31179999999999997"
"54720000","0.29660000000000003"
"54780000","0.30260000000000004"
"54840000","0.3078"
"54900000","0.2969"
"54960000","0.3177"
"55020000","0.3098"
"55080000","0.3198"
"55140000","0.3063"
"55200000","0.31260000000000004"
"55260000","0.3085"
"55320000","0.3147"
"55380000","0.30889999999999995"
"55440000","0.3075"
"55500000","0.31170000000000003"
"55560000","0.30269999999999997"
"55620000","0.3004"
"55680000","0.3095"
"55740000","0.3192"
"55800000","0.2963"
"55860000","0.31789999999999996"
"55920000","0.31639999999999996"
"55980000","0.3095"
"56040000","0.30729999999999996"
"56100000","0.31"
"56160000","0.3052"
"56220000","0.31620000000000004"
"56280000","0.3187"
"56340000","0.3192"
"56400000","0.2965"
"56460000","0.30260000000000004"
"56520000","0.29320000000000007"
"56580000","0.305"
"56640000","0.3058"
"56700000","0.306"
"56760000","0.313"
"56820000","0.30529999999999996"
"56880000","0.311"
"56940000","0.30639999999999995"
"57000000","0.313"
"57060000","0.3147"
"57120000","0.307"
"57180000","0.2984"
"57240000","0.2967"
"57300000","0.30610000000000004"
"57360000","0.3068"
"57420000","0.2887"
"57480000","0.293"
"57540000","0.30839999999999995"
"57600000","0.3013"
"57660000","0.3028"
"57720000","0.30789999999999995"
"57780000","0.29919999999999997"
"57840000","0.3044"
"57900000","0.3095"
"57960000","0.2989"
"58020000","0.3175"
"58080000","0.3152"
"58140000","0.3118"
"58200000","0.30510000000000004"
"58260000","0.3145"
"58320000","0.3132"
"58380000","0.3133"
"58440000","0.31"
"58500000","0.3125"
"58560000","0.2983"
"58620000","0.31870000000000004"
"58680000","0.3277"
"58740000","0.32089999999999996"
"58800000","0.3182"
"58860000","0.32"
"58920000","0.3298"
"58980000","0.3155"
"59040000","0.325"
"59100000","0.3133"
"59160000","0.32339999999999997"
"59220000","0.29919999999999997"
"59280000","0.3155"
"59340000","0.3057"
"59400000","0.314"
"59460000","0.317"
"59520000","0.32239999999999996"
"59580000","0.3113"
"59640000","0.3054"
"59700000","0.319"
"59760000","0.313"
"59820000","0.31639999999999996"
"59880000","0.3311"
"59940000","0.31189999999999996"
"60000000","0.32839999999999997"
"60060000","0.31539999999999996"
"60120000","0.3167"
"60180000","0.3102"
"60240000","0.30960000000000004"
"60300000","0.32680000000000003"
"60360000","0.31820000000000004"
"60420000","0.3251"
"60480000","0.3206"
"60540000","0.3236"
"60600000","0.32289999999999996"
"60660000","0.32239999999999996"
"60720000","0.33659999999999995"
"60780000","0.31860000000000005"
"60840000","0.30710000000000004"
"60900000","0.32339999999999997"
"60960000","0.3232"
"61020000","0.315"
"61080000","0.3232"
"61140000","0.31910000000000005"
"61200000","0.32539999999999997"
"61260000","0.3218"
"61320000","0.32470000000000004"
"61380000","0.32370000000000004"
"61440000","0.3241"
"61500000","0.32230000000000003"
"61560000","0.311"
"61620000","0.3152"
"61680000","0.33520000000000005"
"61740000","0.3307"
"61800000","0.3378"
"61860000","0.327"
"61920000","0.31820000000000004"
"61980000","0.3359"
"62040000","0.3324"
"62100000","0.3202"
"62160000","0.3242"
"62220000","0.3321"
"62280000","0.3382"
"62340000","0.32739999999999997"
"62400000","0.3217"
"62460000","0.3226"
"62520000","0.3306"
"62580000","0.3307"
"62640000","0.32389999999999997"
"62700000","0.3307"
"62760000","0.3374"
"62820000","0.3235"
"62880000","0.3262"
"62940000","0.3282"
"63000000","0.32089999999999996"
"63060000","0.322"
"63120000","0.3217"
"63180000","0.31620000000000004"
"63240000","0.3267"
"63300000","0.31760000000000005"
"63360000","0.3211"
"63420000","0.3265"
"63480000","0.32709999999999995"
"63540000","0.3215"
"63600000","0.3226"
"63660000","0.3419"
"63720000","0.334"
"63780000","0.3345"
"63840000","0.32539999999999997"
"63900000","0.32320000000000004"
"63960000","0.3178"
"64020000","0.3225"
"64080000","0.3207"
"64140000","0.3276"
"64200000","0.3255"
"64260000","0.33129999999999993"
"64320000","0.3251"
"64380000","0.31429999999999997"
"64440000","0.32489999999999997"
"64500000","0.3231"
"64560000","0.3135"
"64620000","0.3107"
"64680000","0.3247"
"64740000","0.3182"
"64800000","0.3241"
"64860000","0.3345"
"64920000","0.323"
"64980000","0.3215"
"65040000","0.32639999999999997"
"65100000","0.3187"
"65160000","0.3326"
"65220000","0.3192"
"65280000","0.31710000000000005"
"65340000","0.32120000000000004"
"65400000","0.3395"
"65460000","0.31570000000000004"
"65520000","0.32489999999999997"
"65580000","0.3201"
"65640000","0.3325"
"65700000","0.333"
"65760000","0.32020000000000004"
"65820000","0.3324"
"65880000","0.323"
"65940000","0.32880000000000004"
"66000000","0.3357"
"66060000","0.3208"
"66120000","0.3075"
"66180000","0.32"
"66240000","0.31460000000000005"
"66300000","0.32980000000000004"
"66360000","0.3338"
"66420000","0.3363"
"66480000","0.33679999999999993"
"66540000","0.3278"
"66600000","0.3331"
"66660000","0.343"
"66720000","0.32689999999999997"
"66780000","0.3275"
"66840000","0.3206"
"66900000","0.32689999999999997"
"66960000","0.31479999999999997"
"67020000","0.32409999999999994"
"67080000","0.3312"
"67140000","0.31789999999999996"
"67200000","0.3318"
"67260000","0.32889999999999997"
"67320000","0.3115"
"67380000","0.3323"
"67440000","0.32670000000000005"
"67500000","0.316"
"67560000","0.3265"
"67620000","0.31710000000000005"
"67680000","0.3301"
"67740000","0.3286"
"67800000","0.32589999999999997"
"67860000","0.3138"
"67920000","0.3361"
"67980000","0.32630000000000003"
"68040000","0.3212"
"68100000","0.31060000000000004"
"68160000","0.3319"
"68220000","0.3309"
"68280000","0.32030000000000003"
"68340000","0.324"
"68400000","0.32539999999999997"
"68460000","0.31589999999999996"
"68520000","0.32880000000000004"
"68580000","0.3306"
"68640000","0.3253"
"68700000","0.3263"
"68760000","0.3168"
"68820000","0.31910000000000005"
"68880000","0.32470000000000004"
"68940000","0.3258"
"69000000","0.3388"
"69060000","0.32039999999999996"
"69120000","0.3063"
"69180000","0.32839999999999997"
"69240000","0.3248"
"69300000","0.334"
"69360000","0.3255"
"69420000","0.3354"
"69480000","0.3255"
"69540000","0.32489999999999997"
"69600000","0.32330000000000003"
"69660000","0.31880000000000003"
"69720000","0.31910000000000005"
"69780000","0.32589999999999997"
"69840000","0.31889999999999996"
"69900000","0.32020000000000004"
"69960000","0.31"
"70020000","0.32489999999999997"
"70080000","0.32320000000000004"
"70140000","0.31310000000000004"
"70200000","0.32980000000000004"
"70260000","0.3167"
"70320000","0.31489999999999996"
"70380000","0.32089999999999996"
"70440000","0.3341"
"70500000","0.32839999999999997"
"70560000","0.3195"
"70620000","0.3231"
"70680000","0.3311"
"70740000","0.3354"
"70800000","0.32580000000000003"
"70860000","0.32780000000000004"
"70920000","0.32570000000000005"
"70980000","0.33179999999999993"
"71040000","0.3302"
"71100000","0.3223"
"71160000","0.32289999999999996"
"71220000","0.32780000000000004"
"71280000","0.3381"
"71340000","0.32530000000000003"
"71400000","0.34120000000000006"
"71460000","0.3227"
"71520000","0.3266"
"71580000","0.33"
"71640000","0.329"
"71700000","0.329"
"71760000","0.3173"
"71820000","0.32830000000000004"
"71880000","0.332"
"71940000","0.332"
